team_id,system_id,micro_average_P,micro_average_R,micro_average_F,micro_average_SU,macro_average_P,macro_average_R,macro_average_F,macro_average_SU,weighted_average_P,weighted_average_R,weighted_average_F,weighted_average_SU
uw,f_clust_dyn,0.5617056170561706,0.4812082894274675,0.5183503594400303,0.528977871443625,0.46143614670707567,0.32578447334946237,0.3819227500127558,0.45794791106783356,0.004370757640561027,0.003591106637518415,0.003942759189507103,0.0040463296443668546
uw,f_basic_single,0.5385164051355207,0.2651914295749912,0.3553777359378677,0.4365999297506147,0.47528511115927513,0.2379748974138391,0.31715201808867277,0.3824489271314894,0.004051757143053092,0.002233301354135539,0.002879462368808955,0.0033359720540256225
uw,f_mean_dyn,0.5725,0.48261327713382507,0.5237278444825614,0.5349490691956446,0.47519605617607424,0.33781805251843,0.3949004194271863,0.4693460628791856,0.0044136049804017145,0.003604212866122497,0.003968055189291248,0.004096133313062367
uw,f_emb_pos,0.5387755102040817,0.4636459430979979,0.4983953181045876,0.5182062990282169,0.4398507070932798,0.3288952186553666,0.37636568764713635,0.45534795231833963,0.004287306946241748,0.0034600443514775973,0.0038295080763308927,0.003952838546991071
uw,f_emb_comb,0.5473994835853928,0.5212504390586582,0.5340050377833752,0.537173633064044,0.4488994933947068,0.37551598971750116,0.4089417071825056,0.47881771439602416,0.004263059562985645,0.0038899286496914803,0.004067955722937047,0.004100502055930392
uw,f_clust_stat,0.5697959183673469,0.4903407095187917,0.5270908061166698,0.5368223861374547,0.46355052379725353,0.34238516511691275,0.39385977023597796,0.4696438625993141,0.0043970693876962275,0.00365925902625964,0.003994379329955034,0.004096133313062366
uw,f_basic_multi,0.6071060762100927,0.41412012644889357,0.4923783670912508,0.5200796159700269,0.3668684550946086,0.40476676951988444,0.3848869379481316,0.4557511129324839,0.004146788085233313,0.003090448704842489,0.003541527309107522,0.003933616078371751
uw,f_mean_stat,0.573181049069374,0.47593958552862664,0.5200537324889657,0.5324903407095188,0.4613374405071479,0.33415376650548073,0.3875784974528683,0.46582307638131704,0.004370768403433471,0.0035517879517061694,0.003918947839340271,0.004065552112986175
